"","MMA001A","MMA001B","MMA002B","MMA003A","MMA003B","MMA004A","MMA004B","MMA005A","MMA005B","MMA006A","MMA006B","MMA007A","MMA007B","MMA008A","MMA008B","MMA009A","MMA009B","MMA010A","MMA010B","MMA011A","MMA011B","MMA012A","MMA012B","MMA013A","MMA013B","MMA014A","MMA014B","MMA015A","MMA015B","MMA016A","MMA016B","MMA017A","MMA017B","MMA018A","MMA018B","MMA018C","MMA018D","MMA019A","MMA019B","MMA020A","MMA020B","MMA021A","MMA021B","MMA022A","MMA022B","MMA023A","MMA023B","MMA024A","MMA024B","MMA025A","MMA025B","MMA026A","MMA026B","MMA027A","MMA027B","MMA028A","MMA028B","MMA029A","MMA029B","MMA030A","MMA030B","MMA031A","MMA031B","MMA032A","MMA032B","MMA033B","MMA034A","MMA034B","MMA035A","MMA035B","MMB001A","MMB001B","MMB002A","MMB002B","MMB003A","MMB003B","MMB004A","MMB004B","MMB005A","MMB005B","MMB006A","MMB006B","MMB007A","MMB007B","MMB008A","MMB008B","MMB008C","MMB009A","MMB009B","MMB010A","MMB010B","MMB011A","MMB011B","MMB012A","MMB012B","MMB013A","MMB013B","MMB014A","MMB014B","MMB015A","MMB015B","MMB016A","MMB016B","MMB016C","MMB018A","MMB018B","MMB019A","MMB020A","MMB020B","MMB021A","MMB021B","MMB022A","MMB022B","MMB023A","MMB023B","MMB024A","MMB024B","MMB025A","MMB025B","MMB026A","MMB026B","MMC001A","MMC001B","MMC002A","MMC002B","MMC003A","MMC003B","MMC005A","MMC006A","MMC006B","MMC007A","MMC007B","MMC008A","MMC008B","MMC010A","MMC010B","MMC011A","MMC011B","MMC012A","MMC012B","MMC013A","MMC013B","MMC014A","MMC014B","MMC015A","MMC015B","MMC016A","MMC016B","MMC017A","MMC017B","MMC018A","MMC018B","MMC019A","MMC019B","MMC020A","MMC020B","MMC021B","MMC022A","MMC022B","MMC023A","MMC023B","MMC024A","MMC024B","MMC025A","MMC025B","MMC026A","MMC026B","MMC026C","MMC027A","MMC027B","MMC029A","MMC029B","MMC030A","MMC030B","MMC031A","MMC031B","MMC032A","MMC032B","MMC033A","MMC033B"
"1914",6.61,6.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55000000000001,NA,NA,NA,NA,NA,NA,2.46599999999999,NA,NA,NA,NA,3.94000000000001,NA,13.224,8.87400000000001,9.122,8.56999999999999,5.74600000000002,5.28199999999997,7.11600000000002,6.118,NA,NA,62.101,NA,NA,8.42399999999999,9.53599999999998,4.018,NA,NA,NA,2.39599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45399999999999,NA,NA,NA,NA,NA,NA,NA,14.594,8.112,12.2,NA,6.88400000000001,9.80999999999999,10.352,17.18,21.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2.22400000000002,15.354,12.706,7.82000000000001,16.284,14.392,NA,NA,9.184,19.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51200000000001,NA,NA,NA,NA,NA,NA,NA,7.63199999999998,6.93199999999998,13.094,9.11200000000001,6.22399999999999,NA,7.412,7.12,7.03600000000002,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,NA,16.878,17.882,NA,NA,NA,NA,6.552,NA,NA,NA,NA,61.472,NA,NA,NA,NA,NA,NA,6.10799999999999,7.958,NA,NA,NA,NA,NA,NA,NA,NA,9.514,15.602,8.466,2.16200000000003,NA,16.86,6.82,NA,NA,NA,6.62600000000001,NA,16.51,14.852,12.448,8.17400000000001
"1913",6.42,6.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25200000000001,NA,NA,NA,NA,NA,NA,2.43599999999999,NA,NA,NA,NA,3.62400000000001,NA,13.09,8.70400000000001,9.06,8.524,5.48200000000002,5.13799999999997,6.85000000000002,5.69600000000001,NA,NA,61.758,NA,NA,8.34399999999999,9.14399999999998,3.846,NA,NA,NA,2.26599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31199999999999,NA,NA,NA,NA,NA,NA,NA,14.364,7.874,12.08,NA,6.86400000000001,9.56599999999999,10.164,16.748,21.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04800000000002,15.05,12.404,7.45200000000001,15.944,14.064,NA,NA,8.862,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46400000000001,NA,NA,NA,NA,NA,NA,NA,7.38399999999998,6.85399999999998,12.744,8.84200000000001,6.12599999999999,NA,7.304,7.02,6.82200000000002,7.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.556,17.546,NA,NA,NA,NA,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86799999999999,7.498,NA,NA,NA,NA,NA,NA,NA,NA,9.354,15.092,NA,1.68800000000003,NA,16.648,6.648,NA,NA,NA,6.49200000000001,NA,16.178,14.502,11.984,7.81000000000001
"1912",6.242,6.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97800000000001,NA,NA,NA,NA,NA,NA,2.41399999999999,NA,NA,NA,NA,NA,NA,12.942,8.48600000000001,8.864,8.39,5.14400000000002,4.88999999999997,6.48600000000002,5.16400000000001,NA,NA,61.291,NA,NA,8.15599999999999,8.85399999999998,3.75,NA,NA,NA,2.13399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16799999999999,NA,NA,NA,NA,NA,NA,NA,14.032,7.602,12.002,NA,6.82800000000001,9.38399999999999,NA,16.162,20.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70800000000002,14.642,12.012,6.91800000000001,15.334,13.586,NA,NA,NA,18.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35400000000001,NA,NA,NA,NA,NA,NA,NA,7.22599999999998,6.58599999999998,12.27,8.44800000000001,6.08999999999999,NA,7.194,6.916,6.59400000000002,7.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.324,17.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.352,NA,NA,NA,NA,NA,NA,NA,NA,9.26600000000001,14.436,NA,NA,NA,16.328,6.164,NA,NA,NA,6.29000000000001,NA,15.738,14.01,11.286,NA
"1911",5.794,5.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47000000000001,NA,NA,NA,NA,NA,NA,2.33999999999999,NA,NA,NA,NA,NA,NA,12.662,8.20200000000001,8.624,8.17999999999999,4.77000000000002,4.72999999999997,6.06200000000002,4.786,NA,NA,60.746,NA,NA,8.04199999999999,8.61399999999998,3.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59799999999999,NA,NA,NA,NA,NA,NA,NA,13.474,7.082,NA,NA,6.72800000000001,9.18399999999999,NA,14.878,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25600000000002,14.116,11.404,6.02000000000001,14.286,12.81,NA,NA,NA,17.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21800000000001,NA,NA,NA,NA,NA,NA,NA,7.00199999999998,6.16999999999998,11.736,7.95600000000001,5.98199999999999,NA,6.97,6.646,6.30200000000002,7.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.936,16.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.032,NA,NA,NA,NA,NA,NA,NA,NA,8.94,13.54,NA,NA,NA,15.824,NA,NA,NA,NA,5.98200000000001,NA,14.986,13.304,10.624,NA
"1910",5.656,5.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11200000000001,NA,NA,NA,NA,NA,NA,2.27199999999999,NA,NA,NA,NA,NA,NA,12.374,7.94200000000001,8.454,8.04799999999999,4.58800000000002,4.44399999999997,5.80800000000002,NA,NA,NA,60.286,NA,NA,7.92199999999999,8.37599999999998,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35799999999999,NA,NA,NA,NA,NA,NA,NA,NA,6.676,NA,NA,6.68200000000001,8.95999999999999,NA,14.222,18.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944000000000018,13.79,11.064,NA,13.594,12.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08000000000001,NA,NA,NA,NA,NA,NA,NA,6.66199999999998,5.90799999999998,11.292,7.55200000000001,5.778,NA,6.818,6.508,6.07000000000002,6.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.218,15.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.054,NA,NA,NA,NA,NA,NA,NA,NA,5.71000000000001,NA,14.41,12.644,10.146,NA
"1909",5.37,5.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.958,7.60200000000001,8.134,7.82199999999999,4.34200000000001,3.87199999999997,5.59400000000002,NA,NA,NA,NA,NA,NA,7.77799999999999,8.15399999999998,2.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95199999999999,NA,NA,NA,NA,NA,NA,NA,NA,6.034,NA,NA,6.46200000000001,8.60999999999999,NA,13.566,17.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590000000000018,13.402,10.682,NA,12.642,11.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85400000000001,NA,NA,NA,NA,NA,NA,NA,6.54599999999998,NA,10.894,7.26800000000001,5.712,NA,6.626,6.324,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.906,12.086,9.47200000000002,NA
"1908",5.08,5.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.472,7.03400000000001,7.718,7.50599999999999,4.07000000000001,NA,5.23400000000002,NA,NA,NA,NA,NA,NA,7.68399999999999,7.93399999999998,2.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69199999999999,NA,NA,NA,NA,NA,NA,NA,NA,5.586,NA,NA,6.19600000000001,8.49199999999999,NA,12.53,16.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160000000000183,NA,10.226,NA,11.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57800000000001,NA,NA,NA,NA,NA,NA,NA,6.26799999999998,NA,10.268,6.81400000000001,5.584,NA,6.422,6.156,NA,6.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.364,11.534,8.94200000000002,NA
"1907",4.862,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,6.46600000000002,7.044,7.08599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55599999999999,7.66199999999998,2.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37799999999999,NA,NA,NA,NA,NA,NA,NA,NA,5.144,NA,NA,5.91400000000001,8.41199999999999,NA,11.446,15.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87199999999998,NA,9.79200000000002,6.44000000000001,5.424,NA,6.226,6.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.754,10.926,8.40400000000002,NA
"1906",4.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.654,5.97600000000002,6.396,6.80599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39399999999999,NA,2.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11599999999999,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,5.55200000000001,8.14199999999999,NA,NA,14.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59399999999998,NA,9.43400000000002,6.11800000000001,5.302,NA,6.052,5.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.21,NA,8.08800000000002,NA
"1905",4.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.346,5.35800000000001,5.664,6.26799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,NA,NA,5.05400000000001,8.00799999999999,NA,NA,13.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79000000000001,5.142,NA,5.94,5.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.558,NA,7.73600000000001,NA
"1904",4.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.468,5.43599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.138,NA,NA,NA,NA,NA,NA,12.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA
"1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,10.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
